Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
Serge Raux Yao,10015,Center Back,810,25,€160K,Austrian Bundesliga,52.0,3.33,74.0,54.56,N/A,N/A,30.0,57.0,64.29,2.0,0.0,0.0,74.0,0.22,30.0,0.11,N/A,N/A,N/A,N/A,65.0,0.11,70.0,0.33,30.0,0.11,37.0,50.0,13.0,43.0,59.62,3.44,N/A,N/A,39.0,0.78,41.0,0.44,74.0,N/A,N/A,0.11,N/A,N/A,N/A,N/A,26.0,1.11,78.0,60.0,80.0,90.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.0,4.56,100.0,0.0,N/A,N/A,N/A,N/A,46.0,52.0,0.11,0.44,N/A,N/A,13.0,39.0,62.5,0.56,65.0,50.0,0.89,69.44,61.0,0.11,11.0,0.01,85.0,85.0,0.11,0.11,89.0,0.11
Simon Piesinger,1954,Center Back,755,32,€400K,Austrian Bundesliga,65.0,2.38,40.0,26.82,N/A,N/A,91.0,93.0,72.41,2.5,0.0,0.0,56.0,0.24,20.0,0.6,N/A,N/A,N/A,N/A,62.0,0.72,53.0,0.95,15.0,0.24,100.0,100.0,51.0,76.0,58.23,5.48,N/A,N/A,47.0,1.43,5.0,0.36,82.0,N/A,N/A,0.24,N/A,N/A,N/A,N/A,45.0,1.07,31.0,44.44,13.0,69.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.0,0.12,62.0,5.25,100.0,0.0,N/A,N/A,N/A,N/A,69.0,71.0,0.36,1.31,N/A,N/A,49.0,7.0,50.0,1.19,27.0,64.0,1.55,51.5,53.0,0.24,11.0,0.02,75.0,78.0,0.16,0.16,69.0,0.12
Simon Pirkl,2433,Left Wing-Back,715,27,€450K,Austrian Bundesliga,60.0,2.14,9.0,15.48,N/A,N/A,77.0,60.0,52.63,1.26,71.0,0.13,60.0,0.25,57.0,0.88,N/A,N/A,54.0,25.0,63.0,0.25,11.0,2.14,34.0,0.25,89.0,66.67,29.0,17.0,44.78,3.78,N/A,N/A,63.0,1.01,43.0,0.76,83.0,N/A,N/A,0.13,N/A,N/A,N/A,N/A,17.0,0.76,40.0,33.33,6.0,58.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.0,0.25,20.0,3.15,100.0,0.0,N/A,N/A,N/A,N/A,63.0,80.0,0.38,1.01,49.0,0.5,37.0,63.0,69.23,1.13,9.0,57.0,1.13,48.08,34.0,0.25,57.0,0.09,91.0,91.0,0.1,0.1,80.0,0.07
Simon Seidl,2433,Attacking Midfielder,545,22,€350K,Austrian Bundesliga,13.0,0.66,13.0,19.82,N/A,N/A,55.0,29.0,40.0,0.99,69.0,0.17,49.0,0.17,76.0,1.32,N/A,N/A,N/A,N/A,7.0,1.82,76.0,0.66,31.0,0.5,29.0,42.86,36.0,20.0,42.19,4.46,N/A,N/A,53.0,1.49,76.0,1.65,76.0,N/A,N/A,0.17,N/A,N/A,N/A,N/A,33.0,0.83,36.0,50.0,44.0,77.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.0,0.33,49.0,4.62,100.0,0.0,N/A,N/A,N/A,N/A,40.0,62.0,0.33,0.83,N/A,N/A,11.0,7.0,50.0,0.66,7.0,65.0,1.65,42.77,40.0,0.33,53.0,0.08,49.0,49.0,0.06,0.06,51.0,0.03
Simon Straudi,10009,Right Midfielder,540,25,€340K,Austrian Bundesliga,76.0,2.5,45.0,28.17,N/A,N/A,89.0,65.0,54.17,2.17,0.0,0.0,64.0,0.33,58.0,1.0,N/A,N/A,44.0,16.67,64.0,0.67,62.0,0.83,71.0,1.33,56.0,53.33,76.0,87.0,59.21,7.5,N/A,N/A,16.0,0.67,25.0,0.67,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,49.0,1.17,65.0,60.0,35.0,75.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.0,0.5,40.0,4.33,100.0,0.0,N/A,N/A,N/A,N/A,55.0,64.0,0.33,1.0,58.0,0.33,80.0,38.0,65.0,2.17,85.0,78.0,2.33,67.17,36.0,0.33,45.0,0.06,73.0,76.0,0.15,0.15,82.0,0.19
Sofian Bahloul,10008,Right Winger,373,24,€550K,Austrian Bundesliga,33.0,1.45,2.0,13.75,N/A,N/A,36.0,4.0,25.0,0.72,73.0,0.24,76.0,0.48,85.0,1.93,N/A,N/A,71.0,28.0,13.0,1.45,96.0,0.24,51.0,0.97,18.0,33.33,25.0,5.0,34.88,3.62,N/A,N/A,35.0,1.21,51.0,1.21,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,87.0,1.93,91.0,75.0,18.0,72.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.0,0.24,13.0,3.38,100.0,0.0,N/A,N/A,N/A,N/A,80.0,55.0,0.24,1.69,93.0,1.69,2.0,42.0,66.67,0.48,5.0,82.0,2.65,42.47,51.0,0.24,91.0,0.24,76.0,80.0,0.17,0.17,33.0,0.01
Solomon Bonnah,10009,Right Midfielder,180,21,€550K,Austrian Bundesliga,16.0,1.0,42.0,27.0,N/A,N/A,24.0,4.0,25.0,0.5,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,1.5,85.0,0.5,93.0,2.5,60.0,55.56,82.0,69.0,55.17,8.0,N/A,N/A,31.0,1.0,69.0,1.5,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,64.0,1.5,22.0,40.0,16.0,71.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.0,3.5,100.0,0.0,N/A,N/A,N/A,N/A,24.0,N/A,N/A,0.5,N/A,N/A,91.0,56.0,71.43,2.5,89.0,36.0,1.0,71.0,100.0,0.0,16.0,0.03,9.0,9.0,0.01,0.01,N/A,N/A
Soumaila Diabate,2433,Defensive Midfielder,360,19,€550K,Austrian Bundesliga,25.0,1.25,25.0,22.75,N/A,N/A,80.0,95.0,77.78,1.75,0.0,0.0,N/A,N/A,7.0,0.25,N/A,N/A,N/A,N/A,100.0,0.0,71.0,0.75,75.0,1.5,91.0,85.71,87.0,100.0,75.0,8.25,N/A,N/A,38.0,1.25,78.0,1.75,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,91.0,2.0,13.0,33.33,20.0,72.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.0,0.5,69.0,5.75,100.0,0.0,N/A,N/A,N/A,N/A,36.0,78.0,0.5,0.75,N/A,N/A,91.0,75.0,76.92,2.5,29.0,69.0,1.75,52.0,100.0,0.0,2.0,0.02,33.0,33.0,0.04,0.04,44.0,0.02
Stefan Skrbo,1583,Left Winger,319,23,€360K,Austrian Bundesliga,73.0,1.13,48.0,18.06,N/A,N/A,N/A,N/A,N/A,N/A,73.0,0.28,66.0,0.56,23.0,0.85,N/A,N/A,N/A,N/A,52.0,1.41,11.0,1.41,66.0,1.69,59.0,50.0,61.0,48.0,45.45,5.64,N/A,N/A,73.0,1.69,50.0,1.41,70.0,N/A,N/A,0.28,N/A,N/A,N/A,N/A,45.0,0.56,89.0,80.0,48.0,73.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.0,0.85,89.0,5.08,100.0,0.0,N/A,N/A,N/A,N/A,45.0,64.0,0.85,1.69,N/A,N/A,66.0,34.0,44.44,1.13,45.0,86.0,5.92,46.27,18.0,0.56,41.0,0.08,95.0,95.0,0.49,0.49,89.0,0.49
Thierno Ballo,1954,Left Winger,767,22,€2.5M,Austrian Bundesliga,23.0,0.35,34.0,15.96,N/A,N/A,14.0,14.0,5.26,0.12,80.0,0.35,36.0,0.23,36.0,0.94,N/A,N/A,39.0,5.26,25.0,1.88,34.0,0.94,64.0,1.64,23.0,32.56,57.0,14.0,35.94,5.4,N/A,N/A,55.0,1.29,80.0,2.11,82.0,N/A,N/A,0.47,N/A,N/A,N/A,N/A,50.0,0.59,25.0,33.33,23.0,69.04,91.0,0.12,N/A,N/A,95.0,N/A,N/A,N/A,N/A,0.12,N/A,N/A,95.0,1.06,95.0,5.51,100.0,0.0,N/A,N/A,N/A,N/A,41.0,73.0,0.94,1.53,39.0,0.12,73.0,80.0,76.92,1.17,55.0,75.0,5.05,47.52,32.0,0.35,66.0,0.16,77.0,55.0,0.21,0.3,84.0,0.45
