Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
Ayumu Ohata,6244,Left Back,1481,23,N/A,J. League,52.0,1.76,75.0,35.37,N/A,N/A,9.0,18.0,31.82,0.43,84.0,0.18,20.0,0.06,42.0,0.79,N/A,N/A,25.0,15.0,43.0,0.55,29.0,0.79,20.0,0.3,12.0,33.33,73.0,75.0,57.79,5.41,N/A,N/A,60.0,1.09,100.0,2.8,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,52.0,1.15,80.0,43.28,96.0,87.26,98.0,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.0,0.24,57.0,4.01,100.0,0.0,N/A,N/A,N/A,N/A,24.0,44.0,0.18,0.49,31.0,0.36,84.0,61.0,70.97,1.34,61.0,64.0,1.64,64.17,37.0,0.12,52.0,0.1,37.0,38.0,0.04,0.04,52.0,0.05
Bruno Jose,8065,Right Winger,533,26,N/A,J. League,33.0,1.18,6.0,15.7,N/A,N/A,94.0,37.0,40.0,2.7,0.0,0.0,73.0,0.51,57.0,1.18,N/A,N/A,31.0,15.62,13.0,1.35,25.0,1.01,62.0,0.68,13.0,33.33,67.0,4.0,36.47,5.23,N/A,N/A,69.0,1.52,57.0,1.18,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,56.0,1.18,39.0,38.89,0.0,62.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.0,0.84,64.0,4.9,100.0,0.0,N/A,N/A,N/A,N/A,87.0,34.0,0.17,2.03,75.0,0.84,2.0,3.0,25.0,0.17,16.0,78.0,2.87,46.1,100.0,0.0,70.0,0.13,56.0,57.0,0.08,0.08,N/A,N/A
Bum-Keun Song,6180,Keeper,1758,26,€950K,J. League,48.0,5.84,N/A,N/A,60.0,0.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.0,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.0,0.05,N/A,N/A,N/A,N/A,N/A,62.0,1.28,N/A,62.0,-0.01,75.0,1.18,N/A,N/A,52.0,36.54,22.0,57.53,N/A,N/A,N/A,N/A,N/A,60.0,0.05,30.0,0.05,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.05,12.0,56.9,10.0,1.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capixaba,4692,Left Winger,1356,27,€740K,J. League,12.0,0.27,12.0,16.33,N/A,N/A,53.0,43.0,31.71,0.86,70.0,0.2,43.0,0.46,16.0,0.8,N/A,N/A,34.0,16.92,28.0,1.33,43.0,0.8,84.0,1.66,25.0,37.31,95.0,71.0,48.73,7.63,N/A,N/A,61.0,1.46,89.0,2.39,31.0,N/A,N/A,0.07,N/A,N/A,N/A,N/A,66.0,0.6,20.0,30.77,37.0,77.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.0,0.46,37.0,3.45,100.0,0.0,N/A,N/A,N/A,N/A,11.0,20.0,0.33,1.0,58.0,0.73,87.0,23.0,48.78,1.33,41.0,38.0,2.79,46.86,19.0,0.2,25.0,0.09,16.0,16.0,0.08,0.08,19.0,0.05
Cayman Togashi,162193,Right Winger,2063,31,N/A,J. League,15.0,0.35,6.0,14.13,N/A,N/A,90.0,78.0,44.54,2.31,48.0,0.09,41.0,0.44,18.0,0.83,N/A,N/A,20.0,11.76,50.0,1.0,59.0,0.61,36.0,0.65,84.0,62.5,62.0,64.0,47.45,5.28,N/A,N/A,45.0,1.18,20.0,0.79,26.0,N/A,N/A,0.04,N/A,N/A,N/A,N/A,49.0,0.48,17.0,29.63,28.0,76.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.0,0.65,17.0,2.75,100.0,0.0,N/A,N/A,N/A,N/A,25.0,17.0,0.31,1.4,17.0,0.09,61.0,43.0,58.33,0.92,2.0,27.0,2.31,32.15,24.0,0.17,6.0,0.04,56.0,57.0,0.17,0.17,30.0,0.09
Chang-Rae Ha,8006,Center Back,1666,29,N/A,J. League,54.0,2.86,36.0,34.41,N/A,N/A,53.0,30.0,56.7,2.97,0.0,0.0,N/A,N/A,23.0,0.05,N/A,N/A,N/A,N/A,43.0,0.16,44.0,0.38,69.0,0.27,67.0,71.43,60.0,32.0,57.8,5.4,N/A,N/A,65.0,1.13,70.0,1.03,91.0,N/A,N/A,0.11,N/A,N/A,N/A,N/A,31.0,1.03,63.0,41.41,41.0,79.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.0,0.05,34.0,2.7,100.0,0.0,N/A,N/A,N/A,N/A,39.0,70.0,0.16,0.38,N/A,N/A,39.0,24.0,54.55,0.65,33.0,50.0,0.92,55.43,6.0,0.38,12.0,0.01,70.0,71.0,0.05,0.05,90.0,0.08
Daihachi Okamura,112688,Center Back,2428,27,N/A,J. League,49.0,2.74,72.0,50.37,N/A,N/A,96.0,63.0,65.49,5.49,0.0,0.0,69.0,0.15,21.0,0.04,N/A,N/A,N/A,N/A,8.0,0.44,52.0,0.33,73.0,0.3,80.0,88.89,98.0,74.0,66.33,9.86,N/A,N/A,83.0,1.45,92.0,1.59,82.0,N/A,N/A,0.07,N/A,N/A,N/A,N/A,91.0,2.0,29.0,33.79,37.0,79.57,N/A,N/A,19.0,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.0,0.11,93.0,4.93,100.0,0.0,N/A,N/A,N/A,N/A,74.0,79.0,0.19,0.74,N/A,N/A,93.0,32.0,57.97,1.48,81.0,79.0,1.26,80.66,42.0,0.15,48.0,0.02,87.0,88.0,0.07,0.07,96.0,0.13
Daiju Sasaki,4688,Right Winger,1474,25,N/A,J. League,20.0,0.43,40.0,22.29,N/A,N/A,100.0,93.0,52.6,5.56,80.0,0.24,56.0,0.55,63.0,1.65,N/A,N/A,31.0,16.22,52.0,0.98,11.0,1.16,41.0,0.73,45.0,44.44,100.0,89.0,53.56,10.56,N/A,N/A,43.0,1.16,95.0,2.56,80.0,N/A,N/A,0.31,N/A,N/A,N/A,N/A,72.0,0.67,31.0,36.84,10.0,68.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.0,1.53,93.0,5.68,100.0,0.0,N/A,N/A,N/A,N/A,70.0,76.0,0.92,2.38,37.0,0.37,88.0,72.0,70.97,1.34,61.0,89.0,5.68,53.36,35.0,0.12,54.0,0.15,75.0,77.0,0.25,0.25,70.0,0.24
Daiki Kaneko,8542,Defensive Midfielder,1711,26,N/A,J. League,69.0,2.31,39.0,30.3,N/A,N/A,22.0,27.0,34.29,0.63,0.0,0.0,15.0,0.11,13.0,0.42,N/A,N/A,41.0,20.0,34.0,0.84,60.0,0.63,33.0,0.32,45.0,46.15,78.0,83.0,56.84,5.68,N/A,N/A,60.0,1.37,86.0,1.95,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,77.0,1.53,51.0,43.56,40.0,79.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.0,0.16,69.0,5.05,100.0,0.0,N/A,N/A,N/A,N/A,1.0,16.0,0.05,0.16,25.0,0.05,85.0,33.0,57.41,1.63,28.0,4.0,0.21,51.5,25.0,0.21,31.0,0.06,1.0,1.0,0.0,0.0,17.0,0.0
Daiki Matsuoka,8270,Central Midfielder,2229,23,N/A,J. League,29.0,1.05,24.0,23.42,N/A,N/A,54.0,49.0,43.1,1.01,40.0,0.04,80.0,0.61,17.0,0.48,N/A,N/A,33.0,16.67,49.0,0.65,83.0,0.44,35.0,0.32,84.0,66.67,29.0,40.0,48.5,3.92,N/A,N/A,73.0,1.66,17.0,0.65,50.0,N/A,N/A,0.04,N/A,N/A,N/A,N/A,72.0,1.41,16.0,26.53,6.0,70.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.0,0.28,49.0,4.48,100.0,0.0,N/A,N/A,N/A,N/A,59.0,62.0,0.36,1.29,35.0,0.12,59.0,59.0,64.58,1.25,17.0,23.0,0.65,46.15,51.0,0.12,12.0,0.03,47.0,48.0,0.07,0.07,68.0,0.09
